tick,player_x,player_y,player_z,player_yaw,player_pitch,on_ground,my_vx,my_vy,my_vz,my_hurt,my_health,target_x,target_y,target_z,target_dist,tgt_vx,tgt_vz,tgt_hurt,tgt_health,out_w,out_a,out_s,out_d,out_sprint,out_jump,out_left_click,out_right_click
231267,491134.70387036493,82.78113593879031,5142.789157797298,336.581,13.365,0,-0.0174,-0.1286,-0.0057,3,37.0,491135.8341474815,82.28475253249279,5145.4146821070935,2.901,-0.0108,0.2302,8,38.5,0,0,0,0,0,0,1,0
231268,491134.6958080932,82.57671322423234,5142.801940909497,337.404,12.749,0,-0.0081,-0.2044,0.0128,2,37.0,491135.82332374074,82.4548762662464,5145.644841053547,3.061,-0.0108,0.2302,7,38.5,1,0,0,0,1,0,0,0
231269,491134.7056310411,82.29797895854058,5142.832430911516,336.17,9.459,0,0.0098,-0.2787,0.0305,1,37.0,491135.8822158272,82.61575084416427,5145.8882273690315,3.29,0.0589,0.2434,6,38.5,1,0,0,0,0,0,1,0
231270,491134.7248954722,82.0,5142.883470877438,335.758,2.57,1,0.0193,-0.298,0.051,0,37.0,491135.9411079136,82.77662542208213,5146.131613684516,3.554,0.0589,0.2434,5,38.5,1,0,0,0,1,0,0,0
231271,491134.7947675177,82.0,5143.046068580621,335.758,-3.29,1,0.0699,0.0,0.1626,0,37.0,491136.0128219424,82.83025028138809,5146.337742456344,3.607,0.0717,0.2061,4,38.5,1,0,0,0,1,0,1,0
231272,491134.8852590718,82.0,5143.250998269726,337.198,-6.683,1,0.0905,0.0,0.2049,0,37.0,491136.08453597117,82.88387514069404,5146.543871228172,3.614,0.0717,0.2061,3,38.5,1,0,0,0,1,0,0,0
231273,491134.9841426181,82.0,5143.480290762701,338.226,-4.832,1,0.0989,0.0,0.2293,0,37.0,491136.1396906474,82.7871667604627,5146.685497485448,3.497,0.0552,0.1416,2,38.5,1,0,0,0,1,0,1,0
231274,491135.0854388407,82.0,5143.723776132099,339.151,-3.29,1,0.1013,0.0,0.2435,0,37.0,491136.1948453237,82.69045838023135,5146.827123742723,3.367,0.0552,0.1416,1,38.5,1,0,0,0,1,0,0,0
231275,491135.1256212931,82.0,5143.821850159497,339.665,0.308,1,0.0402,0.0,0.0981,0,37.0,491136.22364688246,82.4603055868209,5146.905582495149,3.306,0.0288,0.0785,0,38.5,1,0,0,0,0,0,0,1
231276,491135.1543899203,82.0,5143.893770427479,341.927,1.439,1,0.0288,0.0,0.0719,0,37.0,491136.2524484412,82.23015279341044,5146.984041247575,3.288,0.0288,0.0785,0,38.5,1,0,0,0,0,0,0,1
231277,491135.2096893222,82.0,5144.054130808064,342.853,3.598,1,0.0553,0.0,0.1604,0,37.0,491136.23079896084,82.15343519560696,5146.926860831717,3.053,-0.0216,-0.0572,10,37.0,1,0,0,0,0,0,0,0
231278,491135.27761241636,82.0,5144.263372554505,343.469,3.804,1,0.0679,0.0,0.2092,0,37.0,491136.25803264056,82.21687346373797,5147.097073887811,3.006,0.0272,0.1702,9,37.0,1,0,0,0,1,0,0,0
231279,491135.3362848542,82.0,5144.454003241396,343.469,4.01,1,0.0587,0.0,0.1906,0,37.0,491136.2970217604,82.35291564249198,5147.314715925208,3.038,0.039,0.2176,8,37.0,1,0,0,0,1,0,0,0
231280,491135.40474083857,82.0,5144.680170691324,343.469,2.982,1,0.0685,0.0,0.2262,0,37.0,491136.3360108802,82.48895782124599,5147.532357962604,3.04,0.039,0.2176,7,37.0,1,0,0,0,1,0,0,0
231281,491135.46358785126,82.0,5144.876346239321,342.133,2.673,1,0.0588,0.0,0.1962,0,37.0,491136.3802572535,82.63847188083066,5147.781988641736,3.113,0.0442,0.2496,6,37.0,1,0,0,0,1,0,0,0
231282,491135.5349383627,82.0,5145.104670903796,342.03,0.72,1,0.0714,0.0,0.2283,0,37.0,491136.42450362677,82.78798594041533,5148.031619320867,3.159,0.0442,0.2496,5,37.0,1,0,0,0,1,0,0,0
231283,491135.59771872376,82.0,5145.300622570395,341.516,-2.262,1,0.0628,0.0,0.196,0,37.0,491136.4600857512,82.83782396027688,5148.229412880578,3.166,0.0356,0.1978,4,37.0,1,0,0,0,1,0,0,0
231284,491135.6725161243,82.0,5145.5283968778,342.544,-5.038,1,0.0748,0.0,0.2278,0,37.0,491136.4956678756,82.88766198013843,5148.4272064402885,3.141,0.0356,0.1978,3,37.0,1,0,0,0,1,0,0,0
231285,491135.73530895985,82.0,5145.724525800764,342.03,-2.056,1,0.0628,0.0,0.1961,0,37.0,491136.50752858375,82.78969132009229,5148.555637626859,3.039,0.0119,0.1284,2,38.0,1,0,0,0,1,0,0,0
231286,491135.76194234646,82.0,5145.807416490786,342.339,1.439,1,0.0266,0.0,0.0829,0,37.0,491136.5154357225,82.63062754672819,5148.662091751239,3.019,0.0079,0.1065,1,38.0,1,0,0,0,0,0,1,1
231287,491135.78243214893,82.0,5145.871350507036,342.75,6.271,1,0.0205,0.0,0.0639,0,37.0,491136.5207071483,82.42041836448546,5148.753894500826,3.005,0.0053,0.0918,0,38.0,1,0,0,0,0,0,0,1
231288,491135.831535818,82.0,5146.027885427314,344.806,6.786,1,0.0491,0.0,0.1565,0,37.0,491136.5259785742,82.21020918224272,5148.845697250414,2.91,0.0053,0.0918,10,36.5,1,0,0,0,0,0,0,0
231289,491135.8917602183,82.0,5146.236293626794,347.582,6.169,1,0.0602,0.0,0.2084,0,37.0,491136.56940238277,82.25472278816181,5149.011714833609,2.868,0.0434,0.166,9,36.5,1,0,0,0,1,0,0,0
231290,491136.02110678115,82.0,5146.374454465312,353.237,3.29,1,0.1293,0.0,0.1382,0,37.0,491136.61282619135,82.2992363940809,5149.177732416805,2.881,0.0434,0.166,8,36.5,1,1,0,0,1,0,1,0
231291,491136.19384587475,82.0,5146.530341162002,355.087,1.439,1,0.1727,0.0,0.1559,0,37.0,491136.6689674609,82.47032426272061,5149.39973827787,2.946,0.0561,0.222,7,36.5,1,1,0,0,1,0,0,0
231292,491136.3876331563,82.0,5146.699153394721,356.115,-0.72,1,0.1938,0.0,0.1688,0,37.0,491136.7251087305,82.64141213136031,5149.621744138934,3.011,0.0561,0.222,6,36.5,1,1,0,0,1,0,0,0
231293,491136.5491632039,82.0,5146.839820846386,354.059,-2.365,1,0.1615,0.0,0.1407,0,37.0,491136.78548915364,82.7505247542402,5149.810329425956,3.073,0.0604,0.1886,5,36.5,1,1,0,0,1,0,0,0
231294,491136.73835410114,82.0,5146.998478241522,354.368,-4.215,1,0.1892,0.0,0.1587,0,37.0,491136.8458695768,82.8596373771201,5149.998914712978,3.123,0.0604,0.1886,4,36.5,1,1,0,0,1,0,0,0
231295,491136.9009507829,82.0,5147.1327712707625,354.882,-3.804,1,0.1626,0.0,0.1343,0,37.0,491136.88682971784,82.84392491808006,5150.124276475319,3.108,0.041,0.1254,3,36.5,1,1,0,0,1,0,0,0
231296,491136.87097802584,82.0,5147.2766215124575,355.807,-1.851,1,-0.03,0.0,0.1439,0,37.0,491136.9277898589,82.82821245904003,5150.249638237659,3.087,0.041,0.1254,2,36.5,1,0,0,1,1,0,1,0
231297,491136.7697004495,82.0,5147.453600883997,352.62,3.187,1,-0.1013,0.0,0.177,0,37.0,491136.9518599059,82.65630830602669,5150.322675491773,2.949,0.0241,0.073,1,36.5,1,0,0,1,1,0,0,0
231298,491136.6350531301,82.0,5147.653205465762,350.872,5.243,1,-0.1346,0.0,0.1996,0,37.0,491136.9759299529,82.48440415301334,5150.395712745887,2.806,0.0241,0.073,10,35.0,1,0,0,1,1,0,0,0
231299,491136.5147889601,82.0,5147.823955347073,349.741,6.477,1,-0.1203,0.0,0.1707,0,37.0,491136.9943699686,82.43751943534222,5150.617975163925,2.868,0.0184,0.2223,9,35.0,1,0,0,1,1,0,0,0
231300,491136.4013527647,82.0,5147.986750009019,349.638,6.066,1,-0.1134,0.0,0.1628,0,37.0,491137.01280998427,82.3906347176711,5150.840237581962,2.944,0.0184,0.2223,8,35.0,1,0,0,1,1,0,1,0
231301,491136.26554294827,82.0,5148.182606356538,347.685,4.729,1,-0.1358,0.0,0.1959,0,37.0,491137.03978998953,82.5312564784474,5151.091408387975,3.057,0.027,0.2512,7,35.0,1,0,0,1,1,0,0,0
231302,491136.1213364052,82.0,5148.399053648652,346.657,0.617,1,-0.1442,0.0,0.2164,0,37.0,491137.0667699948,82.6718782392237,5151.342579193988,3.164,0.027,0.2512,6,35.0,1,0,0,1,1,0,0,0
231303,491136.0058976968,82.0,5148.580637944278,341.927,-2.879,1,-0.1154,0.0,0.1816,0,37.0,491137.07576332986,82.7708354928158,5151.551302795992,3.25,0.009,0.2087,5,35.0,1,0,0,1,1,0,0,0
231304,491135.88406272256,82.0,5148.795722240736,338.432,-6.477,1,-0.1218,0.0,0.2151,0,37.0,491137.08475666493,82.86979274640791,5151.760026397997,3.314,0.009,0.2087,4,35.0,1,0,0,1,1,0,0,0
231305,491135.7659555283,82.0,5149.032485363472,334.731,-8.533,1,-0.1181,0.0,0.2368,0,37.0,491137.09817111,82.85069516427194,5151.912934265331,3.286,0.0134,0.1529,3,36.0,1,0,0,1,1,0,0,0
231306,491135.6576733177,82.0,5149.284158744547,333.291,-8.636,1,-0.1083,0.0,0.2517,0,37.0,491137.09669740667,82.7650467761813,5152.035706176887,3.198,-0.0015,0.1228,2,36.0,1,0,0,1,1,0,0,0
231307,491135.5814214468,82.0,5149.490045587742,332.777,-6.888,1,-0.0763,0.0,0.2059,0,37.0,491137.0957149378,82.61419785078753,5152.1279707845915,3.103,-0.001,0.0923,1,36.0,1,0,0,1,1,0,0,0
231308,491135.58283981466,82.0,5149.565946331326,332.366,-3.084,1,0.0014,0.0,0.0759,0,37.0,491137.0947324689,82.46334892539377,5152.220235392296,3.09,-0.001,0.0923,0,36.0,1,1,0,0,0,0,1,1
231309,491135.60930235096,82.0,5149.615637628933,332.777,-0.411,1,0.0265,0.0,0.0497,0,37.0,491137.07357164595,82.30889928359585,5152.230156928197,3.013,-0.0212,0.0099,10,34.5,1,1,0,0,0,0,0,1
231310,491135.74755962414,82.0,5149.6824098685665,334.011,3.701,1,0.1383,0.0,0.0668,0,37.0,491137.1011310973,82.3205161890639,5152.330521285465,2.991,0.0276,0.1004,9,34.5,1,1,0,0,0,0,1,0
231311,491135.9459770364,82.0,5149.761157845574,337.404,5.655,1,0.1984,0.0,0.0787,0,37.0,491137.15075406485,82.42201079270926,5152.44951419031,2.976,0.0496,0.119,8,34.5,1,1,0,0,1,0,0,0
231312,491136.13123496744,82.0,5149.836335813179,341.824,5.757,1,0.1853,0.0,0.0752,0,37.0,491137.2003770324,82.52350539635464,5152.568507095155,2.98,0.0496,0.119,7,34.5,1,1,0,0,1,0,1,0
231313,491136.3484151466,82.0,5149.936010504291,346.04,1.131,1,0.2172,0.0,0.0997,0,37.0,491137.2481680216,82.66150359756976,5152.660254730104,2.944,0.0478,0.0917,6,34.5,1,1,0,0,1,0,0,0
231314,491136.5309654312,82.0,5150.035668244996,347.376,-3.598,1,0.1826,0.0,0.0997,0,37.0,491137.29595901084,82.79950179878489,5152.752002365052,2.933,0.0478,0.0917,5,34.5,1,1,0,0,1,0,1,0
231315,491136.74046883645,82.0,5150.159631050046,349.021,-9.047,1,0.2095,0.0,0.124,0,37.0,491137.3118893406,82.84550119918993,5152.7825849100345,2.814,0.0159,0.0306,4,34.5,1,1,0,0,1,0,0,0
231316,491136.91685966874,82.0,5150.272962050667,349.432,-9.87,1,0.1764,0.0,0.1133,0,37.0,491137.3278196703,82.89150059959496,5152.813167455017,2.723,0.0159,0.0306,3,34.5,1,1,0,0,1,0,0,0
231317,491136.9981566902,82.0,5150.435300991579,349.638,-8.019,1,0.0813,0.0,0.1623,10,35.5,491137.3435464469,82.79225039972998,5152.854611636678,2.569,0.0157,0.0414,2,34.5,1,0,0,0,1,0,1,0
231318,491136.8521553563,82.36,5149.94798422113,346.451,-2.673,0,-0.146,0.36,-0.4873,9,35.5,491137.35927322344,82.693000199865,5152.896055818339,3.01,0.0157,0.0414,1,34.5,1,0,0,1,0,0,0,1
231319,491136.7695521921,82.63440000534058,5149.686642239564,345.32,-0.0,0,-0.0826,0.2744,-0.2613,8,35.5,491137.35409881565,82.46200013324334,5152.889037212226,3.26,-0.0052,-0.007,10,33.0,1,0,0,1,0,0,1,1
231320,491136.6843125423,82.82491201428223,5149.466100486786,343.161,2.159,0,-0.0852,0.1905,-0.2205,7,35.5,491137.3923158771,82.42258342216222,5153.134358141484,3.758,0.0382,0.2453,9,33.0,1,0,0,1,0,0,0,0
231321,491136.59448814567,82.9332137851529,5149.288337437522,342.852,2.365,0,-0.0898,0.1083,-0.1778,6,35.5,491137.43862725137,82.49005561477482,5153.422905427656,4.243,0.0463,0.2885,8,33.0,1,0,0,1,1,0,1,0
231322,491136.5006325551,82.96094952114596,5149.149577781744,342.75,1.851,0,-0.0939,0.0277,-0.1388,5,35.5,491137.4849386257,82.5575278073874,5153.711452713827,4.684,0.0463,0.2885,7,33.0,1,0,0,1,1,0,0,0
231323,491136.4031438807,82.9097305414223,5149.046329772592,344.703,-0.103,0,-0.0975,-0.0512,-0.1032,4,35.5,491137.5316257505,82.68418520492493,5154.015968475885,5.101,0.0467,0.3045,6,33.0,1,0,0,1,1,0,1,0
231324,491136.30157914484,82.78113593879031,5148.974976658318,346.04,-0.103,0,-0.1016,-0.1286,-0.0714,3,35.5,491137.57831287524,82.81084260246246,5154.320484237942,5.496,0.0467,0.3045,5,33.0,1,0,0,1,1,0,0,0
231325,491136.19575436774,82.57671322423234,5148.932325736116,346.04,0.617,0,-0.1058,-0.2044,-0.0427,2,35.5,491137.6147085835,82.85306173497497,5154.567822825295,5.818,0.0364,0.2473,4,34.0,1,0,0,1,1,0,0,0
231326,491136.086052953,82.29797895854058,5148.91579380945,344.497,1.953,0,-0.1097,-0.2787,-0.0165,1,35.5,491137.6493890557,82.83954115664999,5154.784798550197,6.098,0.0347,0.217,3,34.0,1,0,0,1,1,0,0,0
231327,491135.973444028,82.0,5148.923391647365,343.675,1.953,1,-0.1126,-0.298,0.0076,0,35.5,491137.6829260371,82.75761077109999,5154.971115700131,6.33,0.0335,0.1863,2,34.0,1,0,0,1,1,0,0,0
231328,491135.80863572715,82.0,5149.044386541277,341.721,2.365,1,-0.1648,0.0,0.121,0,35.5,491137.71646301856,82.67568038555,5155.157432850066,6.439,0.0335,0.1863,1,34.0,1,0,0,1,1,0,0,0
231329,491135.6602009261,82.0,5149.226568892473,339.871,1.748,1,-0.1484,0.0,0.1822,0,35.5,491137.72764201235,82.45045359036666,5155.271621900044,6.405,0.0112,0.1142,0,34.0,1,0,0,1,1,0,0,0
231330,491135.52465732716,82.0,5149.4440656440065,336.684,1.748,1,-0.1355,0.0,0.2175,0,35.5,491137.73882100615,82.22522679518333,5155.385810950022,6.345,0.0112,0.1142,0,34.0,1,0,0,1,1,0,0,0
231331,491135.40274982934,82.0,5149.68367218155,334.319,0.617,1,-0.1219,0.0,0.2396,0,35.5,491137.7217140041,82.15015119678888,5155.340540633348,6.116,-0.0171,-0.0453,0,34.0,1,0,0,1,1,0,0,0
231332,491135.29333274096,82.0,5149.937230363184,329.898,0.72,1,-0.1094,0.0,0.2536,0,35.5,491137.7046070021,82.07507559839445,5155.295270316674,5.876,-0.0171,-0.0453,0,34.0,1,0,0,1,1,0,0,0
231333,491135.2002656818,82.0,5150.201329095554,328.15,-0.0,1,-0.0931,0.0,0.2641,0,35.5,491137.7509880014,82.05005039892963,5155.155180211116,5.572,0.0464,-0.1401,0,34.0,1,0,0,1,1,0,0,0
231334,491135.1199958915,82.0,5150.472146076043,326.3,0.103,1,-0.0803,0.0,0.2708,0,35.5,491137.79736900073,82.0250251994648,5155.015090105559,5.273,0.0464,-0.1401,0,34.0,1,0,0,1,1,0,0,0
231335,491135.0508068419,82.0,5150.747514218541,324.552,-0.103,1,-0.0692,0.0,0.2754,0,35.5,491137.9065793338,82.01668346630987,5154.822560070373,4.976,0.1092,-0.1925,0,34.0,1,0,0,1,1,0,0,0
231336,491134.99159091717,82.0,5151.026085263534,321.673,0.411,1,-0.0592,0.0,0.2786,0,35.5,491138.0157896669,82.00834173315494,5154.630030035187,4.705,0.1092,-0.1925,0,34.0,1,0,0,1,1,0,0,0
231337,491134.9443356844,82.0,5151.307325642526,317.355,0.411,1,-0.0473,0.0,0.2812,0,35.5,491138.1459431113,82.00556115543662,5154.399186690124,4.451,0.1302,-0.2308,0,34.0,1,0,0,1,1,0,1,0
231338,491134.91335084365,82.0,5151.590779488465,309.541,1.851,1,-0.031,0.0,0.2835,0,35.5,491138.27609655564,82.00278057771831,5154.168343345062,4.237,0.1302,-0.2308,0,34.0,1,0,0,1,1,0,0,0
231339,491134.9089768714,82.0,5151.8749386901845,299.877,3.598,1,-0.0044,0.0,0.2842,0,35.5,491138.3298977038,82.00185371847887,5153.966395563374,4.01,0.0538,-0.2019,0,34.0,1,0,0,1,1,0,1,0
231340,491134.94307257223,82.0,5152.15553872354,291.241,4.318,1,0.0341,0.0,0.2806,0,35.5,491138.3836988519,82.00092685923943,5153.764447781687,3.798,0.0538,-0.2019,0,34.0,1,0,0,1,1,0,0,0
231341,491135.0804816142,82.0,5152.354779261402,287.437,4.524,1,0.1374,0.0,0.1992,0,35.5,491138.2766325679,82.00061790615962,5153.697131854457,3.467,-0.1071,-0.0673,0,34.0,1,0,0,0,1,0,1,0
231342,491135.27707560244,82.0,5152.501667372346,286.306,5.552,1,0.1966,0.0,0.1469,0,35.5,491138.16956628393,82.00030895307981,5153.629815927228,3.105,-0.1071,-0.0673,0,34.0,1,0,0,0,1,0,0,0
231343,491135.46378405375,82.0,5152.585458978398,284.764,8.122,1,0.1867,0.0,0.0838,0,35.5,491138.0713775226,82.00020596871987,5153.5032106181525,2.764,-0.0982,-0.1266,0,34.0,1,0,0,0,1,0,1,0
231344,491135.6889693253,82.0,5152.663490066672,277.156,11.823,1,0.2252,0.0,0.078,10,34.0,491137.9731887613,82.00010298435993,5153.376605309077,2.393,-0.0982,-0.1266,0,34.0,1,0,0,0,1,0,0,0
231345,491135.50796212605,82.36,5152.606829126595,275.716,14.805,0,-0.181,0.36,-0.0567,9,34.0,491137.90920917416,82.00006865623995,5153.188570206051,2.497,-0.064,-0.188,10,33.5,1,0,0,0,1,0,1,0
231346,491135.43448562856,82.63440000534058,5152.578428621069,280.446,16.141,0,-0.0735,0.2744,-0.0284,8,34.0,491138.13738944946,82.11462910415996,5153.0632134707,2.795,0.2282,-0.1254,9,33.5,1,0,0,0,1,0,0,0
231347,491135.4194311775,82.82491201428223,5152.567508927612,288.259,16.553,0,-0.0151,0.1905,-0.0109,7,34.0,491138.383259633,82.28475273610664,5152.9796423138005,3.041,0.2459,-0.0836,8,33.5,1,0,0,0,1,0,1,0
231348,491135.42993783654,82.9332137851529,5152.565527494096,294.12,14.291,0,0.0105,0.1083,-0.002,6,34.0,491138.6291298165,82.45487636805332,5152.8960711569,3.252,0.2459,-0.0836,7,33.5,1,0,0,0,1,0,0,0
231349,491135.462761172,82.96094952114596,5152.575924458944,292.063,13.571,0,0.0328,0.0277,0.0104,5,34.0,491138.85691987764,82.61575091203555,5152.857797437933,3.423,0.2278,-0.0383,6,33.5,1,0,0,0,1,0,0,0
231350,491135.4926304081,82.9097305414223,5152.585385697229,286.1,9.973,0,0.0299,-0.0512,0.0095,4,34.0,491139.08470993885,82.77662545601777,5152.819523718967,3.602,0.2278,-0.0383,5,33.5,0,0,0,0,0,0,0,0
231351,491135.53864420345,82.78113593879031,5152.5994255275955,279.623,5.449,0,0.046,-0.1286,0.014,3,34.0,491139.2543899592,82.83025030401184,5152.806765812645,3.722,0.1697,-0.0128,4,33.5,1,0,0,0,1,0,0,0
231352,491135.60564141074,82.57671322423234,5152.616442305071,279.623,0.308,0,0.067,-0.2044,0.017,2,34.0,491139.4240699796,82.88387515200591,5152.794007906323,3.835,0.1697,-0.0128,3,33.5,1,0,0,0,0,0,0,0
231353,491135.69173352345,82.29797895854058,5152.6361681044955,279.418,-2.159,0,0.0861,-0.2787,0.0197,1,34.0,491139.5327133197,82.78716676800394,5152.789755270882,3.875,0.1086,-0.0043,2,33.5,1,0,0,0,1,0,0,0
231354,491135.7952148938,82.0,5152.658282013027,278.904,-2.776,1,0.1035,-0.298,0.0221,0,34.0,491139.6413566598,82.69045838400197,5152.785502635441,3.91,0.1086,-0.0043,1,33.5,1,0,0,0,1,0,1,0
231355,491136.0152569265,82.0,5152.698065139274,276.128,-2.262,1,0.22,0.0,0.0398,0,34.0,491139.6984044399,82.46030558933465,5152.773668423627,3.713,0.057,-0.0118,0,33.5,1,0,0,0,1,0,0,0
231356,491136.2620868954,82.0,5152.733246172775,273.763,-1.028,1,0.2468,0.0,0.0352,0,34.0,491139.75545222,82.23015279466733,5152.761834211813,3.501,0.057,-0.0118,0,33.5,1,0,0,0,1,0,1,0
231357,491136.52399173833,82.0,5152.760657364407,270.062,1.542,1,0.2619,0.0,0.0274,0,34.0,491139.6807181467,82.15343519644489,5152.757889474542,3.16,-0.0747,-0.0039,0,33.5,1,0,0,0,1,0,0,0
231358,491136.73719175585,82.0,5152.769637271829,269.856,3.393,1,0.2132,0.0,0.009,10,32.5,491139.60598407337,82.07671759822244,5152.753944737271,2.87,-0.0747,-0.0039,0,33.5,1,0,0,0,1,0,1,0
231359,491136.3754661408,82.36,5152.774746413789,269.753,7.711,0,-0.3617,0.36,0.0051,9,32.5,491139.4769060489,82.05114506548163,5152.658879824848,3.119,-0.1291,-0.0951,0,33.5,1,0,0,0,1,0,0,0
231360,491136.2824445439,82.63440000534058,5152.7746291566245,269.753,12.029,0,-0.093,0.2744,-0.0001,8,32.5,491139.3478280244,82.02557253274082,5152.563814912424,3.132,-0.1291,-0.0951,10,32.0,1,0,0,0,1,0,1,0
231361,491136.22327461664,82.82491201428223,5152.77451189946,268.006,15.319,0,-0.0592,0.1905,-0.0001,7,32.5,491139.4298020163,82.13163168849388,5152.41754327495,3.3,0.082,-0.1463,9,32.0,1,0,0,0,1,0,0,0
231362,491136.21643197717,82.9332137851529,5152.7736131118245,268.108,15.319,0,-0.0068,0.1083,-0.0009,6,32.5,491139.5117760082,82.23769084424694,5152.271271637475,3.405,0.082,-0.1463,8,32.0,1,0,0,0,1,0,1,0
231363,491136.2356706654,82.96094952114596,5152.772753386885,267.183,14.394,0,0.0192,0.0277,-0.0009,5,32.5,491139.6953506721,82.42929389616462,5152.17043109165,3.552,0.1836,-0.1008,7,32.0,1,0,0,0,1,0,0,0
231364,491136.27862523147,82.9097305414223,5152.771464105356,265.641,11.309,0,0.043,-0.0512,-0.0013,4,32.5,491139.87892533606,82.6208969480823,5152.069590545825,3.679,0.1836,-0.1008,6,32.0,1,0,0,0,1,0,0,0
231365,491136.34311897616,82.78113593879031,5152.769511729605,262.351,7.094,0,0.0645,-0.1286,-0.002,3,32.5,491140.0442835574,82.73684796538821,5151.994310363883,3.782,0.1654,-0.0753,5,33.0,1,0,0,0,1,0,0,0
231366,491136.42705648334,82.57671322423234,5152.766082613157,260.089,1.748,0,0.0839,-0.2044,-0.0034,2,32.5,491140.2096417787,82.85279898269411,5151.919030181942,3.886,0.1654,-0.0753,4,33.0,1,0,0,0,1,0,0,0
231367,491136.528537777,82.29797895854058,5152.761687999485,257.93,-1.439,0,0.1015,-0.2787,-0.0044,1,32.5,491140.3272611858,82.83936598846275,5151.862686787961,3.941,0.1176,-0.0563,3,33.0,1,0,0,0,1,0,0,0
231368,491136.6457969743,82.0,5152.756334349872,257.622,-2.467,1,0.1173,-0.298,-0.0054,0,32.5,491140.44488059287,82.82593299423138,5151.806343393981,4.002,0.1176,-0.0563,2,33.0,1,0,0,0,1,0,1,0
231369,491136.8769344198,82.0,5152.728993192674,256.902,-2.467,1,0.2311,0.0,-0.0273,0,32.5,491140.50492039527,82.65478866282092,5151.76672892932,3.81,0.06,-0.0396,1,33.0,1,0,0,0,1,0,0,0
231370,491137.12717773736,82.0,5152.685008541402,256.799,-2.365,1,0.2502,0.0,-0.044,0,32.5,491140.56496019766,82.48364433141046,5151.72711446466,3.601,0.06,-0.0396,0,33.0,1,0,0,0,1,0,1,0
231371,491137.3878081439,82.0,5152.631746296321,255.874,-1.953,1,0.2606,0.0,-0.0533,0,32.5,491140.5537234651,82.32242955427364,5151.7139096431065,3.312,-0.0112,-0.0132,0,33.0,1,0,0,0,1,0,0,0
231372,491137.5847977572,82.0,5152.680959797502,252.584,-0.206,1,0.197,0.0,0.0492,0,32.5,491140.5424867326,82.16121477713682,5151.700704821553,3.12,-0.0112,-0.0132,0,33.0,1,0,0,1,1,0,1,0
231373,491137.8076552531,82.0,5152.767877335661,246.518,2.879,1,0.2229,0.0,0.0869,0,32.5,491140.4033244884,82.10747651809122,5151.6963032143685,2.81,-0.1392,-0.0044,0,33.0,1,0,0,1,1,0,0,0
231374,491138.0016630562,82.0,5152.843881206986,242.611,8.019,1,0.194,0.0,0.076,10,31.0,491140.26416224416,82.05373825904562,5151.691901607184,2.539,-0.1392,-0.0044,0,33.0,1,0,0,1,1,0,1,0
231375,491137.62762332615,82.36,5152.97470858514,243.228,12.132,0,-0.374,0.36,0.1308,9,31.0,491140.0823581628,82.0358255060304,5151.607101071456,2.829,-0.1818,-0.0848,0,33.0,1,0,0,0,1,0,0,0
231376,491137.50963624765,82.63440000534058,5153.015269440096,242.714,18.403,0,-0.118,0.2744,0.0406,8,31.0,491139.9005540814,82.0179127530152,5151.5223005357275,2.885,-0.1818,-0.0848,10,31.5,1,0,0,0,0,0,1,1
231377,491137.4196795648,82.82491201428223,5153.043179959255,242.817,19.123,0,-0.09,0.1905,0.0279,7,31.0,491139.96495272097,82.12652516867679,5151.494033690485,3.06,0.0644,-0.0283,9,31.5,1,0,0,0,1,0,0,1
231378,491137.39321616467,82.9332137851529,5153.0467540215495,241.789,17.581,0,-0.0265,0.1083,0.0036,6,31.0,491140.0293513605,82.23513758433839,5151.465766845242,3.152,0.0644,-0.0283,8,31.5,1,0,0,0,0,0,0,0
231379,491137.39158737,82.96094952114596,5153.034708377326,242.508,12.337,0,-0.0016,0.0277,-0.012,5,31.0,491140.196650907,82.42759172289226,5151.456344563495,3.263,0.1673,-0.0094,7,31.5,1,0,0,0,1,0,0,0
231380,491137.4141864003,82.9097305414223,5153.016362249127,240.966,8.636,0,0.0226,-0.0512,-0.0183,4,31.0,491140.36395045347,82.62004586144613,5151.446922281748,3.354,0.1673,-0.0094,6,31.5,1,0,0,0,1,0,0,0
231381,491137.45701700676,82.78113593879031,5152.987278634696,239.424,4.832,0,0.0428,-0.1286,-0.0291,3,31.0,491140.51346696896,82.73628057429742,5151.443781521165,3.424,0.1495,-0.0031,5,31.5,1,0,0,0,1,0,0,0
231382,491137.517927749,82.57671322423234,5152.947847553879,239.835,1.542,0,0.0609,-0.2044,-0.0394,2,31.0,491140.66298348445,82.85251528714872,5151.440640760582,3.498,0.1495,-0.0031,4,31.5,1,0,0,0,1,0,0,0
231383,491137.5953705535,82.29797895854058,5152.899135112469,242.92,-3.084,0,0.0774,-0.2787,-0.0487,1,31.0,491140.77532232297,82.83917685809915,5151.460427173722,3.532,0.1123,0.0198,3,31.5,1,0,0,0,1,0,0,0
231384,491137.6885143261,82.0,5152.843176470449,245.078,-5.963,1,0.0931,-0.298,-0.056,0,31.0,491140.8876611615,82.82583842904958,5151.480213586861,3.574,0.1123,0.0198,2,31.5,1,0,0,0,1,0,0,0
231385,491137.8887754404,82.0,5152.7384912814005,245.901,-6.58,1,0.2003,0.0,-0.1047,0,31.0,491140.95635744097,82.65472561936639,5151.507642391241,3.37,0.0687,0.0274,1,32.5,1,0,0,0,1,0,1,0
